State,Date,Value,Anomaly,Month,Year,Season
Florida,201611,66.6,2.1,11,2016,Fall
Florida,201612,65.9,6.9,12,2016,Winter
Florida,201701,62.8,5.0,01,2017,Winter
Florida,201702,65.5,5.8,02,2017,Winter
Florida,201703,66.2,2.2,03,2017,Spring
Florida,201704,72.3,2.9,04,2017,Spring
Florida,201705,77.1,1.9,05,2017,Spring
Florida,201706,80.2,0.6,06,2017,Summer
Florida,201707,82.8,1.6,07,2017,Summer
Florida,201708,82.8,1.6,08,2017,Summer
Florida,201709,80.4,1.2,09,2017,Fall
Florida,201710,74.9,2.5,10,2017,Fall
Florida,201711,67.4,2.9,11,2017,Fall
Florida,201712,61.7,2.7,12,2017,Winter
Florida,201801,55.0,-2.8,01,2018,Winter
Florida,201802,69.2,9.5,02,2018,Winter
Florida,201803,63.0,-1.0,03,2018,Spring
Florida,201804,70.2,0.8,04,2018,Spring
Florida,201805,76.5,1.3,05,2018,Spring
Florida,201806,81.6,2.0,06,2018,Summer
Florida,201807,82.4,1.2,07,2018,Summer
Florida,201808,82.2,1.0,08,2018,Summer
Florida,201809,82.3,3.1,09,2018,Fall
Florida,201810,76.5,4.1,10,2018,Fall
Florida,201811,66.8,2.3,11,2018,Fall
Florida,201812,61.8,2.8,12,2018,Winter
Florida,201901,58.5,0.7,01,2019,Winter
Georgia,201601,44.4,-1.7,01,2016,Winter
Georgia,201602,50.0,0.9,02,2016,Winter
Georgia,201603,60.9,5.7,03,2016,Spring
Georgia,201604,63.9,0.8,04,2016,Spring
Georgia,201605,70.8,0.0,05,2016,Spring
Georgia,201606,79.7,2.5,06,2016,Summer
Georgia,201607,82.8,3.1,07,2016,Summer
Georgia,201608,81.6,2.6,08,2016,Summer
Georgia,201609,77.5,3.1,09,2016,Fall
Georgia,201610,67.8,3.6,10,2016,Fall
Georgia,201611,58.0,3.6,11,2016,Fall
Georgia,201612,52.1,4.8,12,2016,Winter
Georgia,201701,53.2,7.1,01,2017,Winter
Georgia,201702,56.5,7.4,02,2017,Winter
Georgia,201703,58.0,2.8,03,2017,Spring
Georgia,201704,67.5,4.4,04,2017,Spring
Georgia,201705,71.4,0.6,05,2017,Spring
Georgia,201706,76.6,-0.6,06,2017,Summer
Georgia,201707,80.6,0.9,07,2017,Summer
Georgia,201708,79.4,0.4,08,2017,Summer
Georgia,201709,74.0,-0.4,09,2017,Fall
Georgia,201710,67.0,2.8,10,2017,Fall
Georgia,201711,56.4,2.0,11,2017,Fall
Georgia,201712,49.3,2.0,12,2017,Winter
Georgia,201801,42.4,-3.7,01,2018,Winter
Georgia,201802,59.1,10.0,02,2018,Winter
Georgia,201803,54.5,-0.7,03,2018,Spring
Georgia,201804,60.5,-2.6,04,2018,Spring
Georgia,201805,73.7,2.9,05,2018,Spring
Georgia,201806,79.3,2.1,06,2018,Summer
Georgia,201807,80.1,0.4,07,2018,Summer
Georgia,201808,79.3,0.3,08,2018,Summer
Georgia,201809,79.8,5.4,09,2018,Fall
Georgia,201810,68.3,4.1,10,2018,Fall
Georgia,201811,53.2,-1.2,11,2018,Fall
Georgia,201812,50.2,2.9,12,2018,Winter
Georgia,201901,48.2,2.1,01,2019,Winter
Idaho,201601,25.8,3.7,01,2016,Winter
Idaho,201602,31.9,5.1,02,2016,Winter
Idaho,201603,37.0,4.2,03,2016,Spring
Idaho,201604,47.0,5.9,04,2016,Spring
Idaho,201605,50.6,1.1,05,2016,Spring
Idaho,201606,61.2,4.4,06,2016,Summer
Idaho,201607,64.8,-0.5,07,2016,Summer
Idaho,201608,64.7,1.0,08,2016,Summer
Idaho,201609,54.6,-0.3,09,2016,Fall
Idaho,201610,45.7,1.5,10,2016,Fall
Idaho,201611,38.7,7.2,11,2016,Fall
Idaho,201612,19.1,-5.1,12,2016,Winter
Idaho,201701,18.5,-3.6,01,2017,Winter
Idaho,201702,29.5,2.7,02,2017,Winter
Idaho,201703,38.5,5.7,03,2017,Spring
Idaho,201704,40.3,-0.8,04,2017,Spring
Idaho,201705,50.6,1.1,05,2017,Spring
Idaho,201706,59.1,2.3,06,2017,Summer
Idaho,201707,70.0,4.7,07,2017,Summer
Idaho,201708,66.9,3.2,08,2017,Summer
Idaho,201709,55.7,0.8,09,2017,Fall
Idaho,201710,41.9,-2.3,10,2017,Fall
Idaho,201711,34.9,3.4,11,2017,Fall
Idaho,201712,25.2,1.0,12,2017,Winter
Idaho,201801,30.4,8.3,01,2018,Winter
Idaho,201802,26.2,-0.6,02,2018,Winter
Idaho,201803,33.7,0.9,03,2018,Spring
Idaho,201804,42.4,1.3,04,2018,Spring
Idaho,201805,53.9,4.4,05,2018,Spring
Idaho,201806,57.7,0.9,06,2018,Summer
Idaho,201807,68.4,3.1,07,2018,Summer
Idaho,201808,65.0,1.3,08,2018,Summer
Idaho,201809,56.2,1.3,09,2018,Fall
Idaho,201810,44.1,-0.1,10,2018,Fall
Idaho,201811,32.0,0.5,11,2018,Fall
Idaho,201812,24.3,0.1,12,2018,Winter
Idaho,201901,26.2,4.1,01,2019,Winter
Illinois,201601,26.9,1.6,01,2016,Winter
Illinois,201602,33.8,3.8,02,2016,Winter
Illinois,201603,47.3,7.5,03,2016,Spring
Illinois,201604,53.0,1.2,04,2016,Spring
Illinois,201605,62.0,-0.3,05,2016,Spring
Illinois,201606,74.8,3.2,06,2016,Summer
Illinois,201607,75.6,0.0,07,2016,Summer
Illinois,201608,75.7,2.2,08,2016,Summer
Illinois,201609,70.8,4.5,09,2016,Fall
Illinois,201610,59.9,5.1,10,2016,Fall
Illinois,201611,48.1,7.3,11,2016,Fall
Illinois,201612,28.9,-0.8,12,2016,Winter
Illinois,201701,32.1,6.8,01,2017,Winter
Illinois,201702,41.1,11.1,02,2017,Winter
Illinois,201703,43.2,3.4,03,2017,Spring
Illinois,201704,56.5,4.7,04,2017,Spring
Illinois,201705,61.9,-0.4,05,2017,Spring
Illinois,201706,72.7,1.1,06,2017,Summer
Illinois,201707,76.1,0.5,07,2017,Summer
Illinois,201708,70.5,-3.0,08,2017,Summer
Illinois,201709,68.8,2.5,09,2017,Fall
Illinois,201710,58.1,3.3,10,2017,Fall
Illinois,201711,41.9,1.1,11,2017,Fall
Illinois,201712,29.8,0.1,12,2017,Winter
Illinois,201801,24.1,-1.2,01,2018,Winter
Illinois,201802,31.8,1.8,02,2018,Winter
Illinois,201803,39.2,-0.6,03,2018,Spring
Illinois,201804,44.8,-7.0,04,2018,Spring
Illinois,201805,70.7,8.4,05,2018,Spring
Illinois,201806,74.9,3.3,06,2018,Summer
Illinois,201807,75.0,-0.6,07,2018,Summer
Illinois,201808,74.7,1.2,08,2018,Summer
Illinois,201809,70.3,4.0,09,2018,Fall
Illinois,201810,54.2,-0.6,10,2018,Fall
Illinois,201811,35.6,-5.2,11,2018,Fall
Illinois,201812,34.4,4.7,12,2018,Winter
Illinois,201901,25.4,0.1,01,2019,Winter
Indiana,201601,27.5,1.0,01,2016,Winter
Indiana,201602,33.9,3.7,02,2016,Winter
Indiana,201603,47.3,7.9,03,2016,Spring
Indiana,201604,52.0,1.1,04,2016,Spring
Indiana,201605,60.6,-0.8,05,2016,Spring
Indiana,201606,72.9,2.3,06,2016,Summer
Indiana,201607,74.6,0.1,07,2016,Summer
Indiana,201608,75.7,3.3,08,2016,Summer
Indiana,201609,69.9,4.2,09,2016,Fall
Indiana,201610,59.5,5.5,10,2016,Fall
Indiana,201611,47.0,5.8,11,2016,Fall
Indiana,201612,29.8,-0.7,12,2016,Winter
Indiana,201701,33.8,7.3,01,2017,Winter
Indiana,201702,41.3,11.1,02,2017,Winter
Indiana,201703,42.6,3.2,03,2017,Spring
Indiana,201704,57.0,6.1,04,2017,Spring
Indiana,201705,60.9,-0.5,05,2017,Spring
Indiana,201706,71.1,0.5,06,2017,Summer
Indiana,201707,74.2,-0.3,07,2017,Summer
Indiana,201708,70.0,-2.4,08,2017,Summer
Indiana,201709,67.2,1.5,09,2017,Fall
Indiana,201710,57.6,3.6,10,2017,Fall
Indiana,201711,42.4,1.2,11,2017,Fall
Indiana,201712,29.6,-0.9,12,2017,Winter
Indiana,201801,24.5,-2.0,01,2018,Winter
Indiana,201802,35.1,4.9,02,2018,Winter
Indiana,201803,38.3,-1.1,03,2018,Spring
Indiana,201804,45.2,-5.7,04,2018,Spring
Indiana,201805,69.7,8.3,05,2018,Spring
Indiana,201806,73.4,2.8,06,2018,Summer
Indiana,201807,74.2,-0.3,07,2018,Summer
Indiana,201808,74.0,1.6,08,2018,Summer
Indiana,201809,69.8,4.1,09,2018,Fall
Indiana,201810,54.9,0.9,10,2018,Fall
Indiana,201811,36.9,-4.3,11,2018,Fall
Indiana,201812,35.4,4.9,12,2018,Winter
Indiana,201901,26.9,0.4,01,2019,Winter
Iowa,201601,19.6,1.9,01,2016,Winter
Iowa,201602,28.6,5.1,02,2016,Winter
Iowa,201603,42.4,7.9,03,2016,Spring
Iowa,201604,50.1,1.8,04,2016,Spring
Iowa,201605,59.5,-0.5,05,2016,Spring
Iowa,201606,73.0,3.7,06,2016,Summer
Iowa,201607,72.8,-1.1,07,2016,Summer
Iowa,201608,72.0,0.5,08,2016,Summer
Iowa,201609,67.3,4.3,09,2016,Fall
Iowa,201610,55.3,3.8,10,2016,Fall
Iowa,201611,45.1,9.6,11,2016,Fall
Iowa,201612,22.9,0.0,12,2016,Winter
Iowa,201701,24.2,6.5,01,2017,Winter
Iowa,201702,34.5,11.0,02,2017,Winter
Iowa,201703,37.5,3.0,03,2017,Spring
Iowa,201704,51.1,2.8,04,2017,Spring
Iowa,201705,58.5,-1.5,05,2017,Spring
Iowa,201706,71.1,1.8,06,2017,Summer
Iowa,201707,74.7,0.8,07,2017,Summer
Iowa,201708,67.8,-3.7,08,2017,Summer
Iowa,201709,66.7,3.7,09,2017,Fall
Iowa,201710,53.3,1.8,10,2017,Fall
Iowa,201711,36.2,0.7,11,2017,Fall
Iowa,201712,24.4,1.5,12,2017,Winter
Iowa,201801,17.8,0.1,01,2018,Winter
Iowa,201802,20.5,-3.0,02,2018,Winter
Iowa,201803,35.2,0.7,03,2018,Spring
Iowa,201804,39.3,-9.0,04,2018,Spring
Iowa,201805,67.0,7.0,05,2018,Spring
Iowa,201806,73.1,3.8,06,2018,Summer
Iowa,201807,73.1,-0.8,07,2018,Summer
Iowa,201808,71.8,0.3,08,2018,Summer
Iowa,201809,65.9,2.9,09,2018,Fall
Iowa,201810,48.2,-3.3,10,2018,Fall
Iowa,201811,30.0,-5.5,11,2018,Fall
Iowa,201812,28.0,5.1,12,2018,Winter
Iowa,201901,18.7,1.0,01,2019,Winter
Kansas,201601,32.0,3.4,01,2016,Winter
Kansas,201602,40.8,6.5,02,2016,Winter
Kansas,201603,49.7,7.3,03,2016,Spring
Kansas,201604,56.3,2.5,04,2016,Spring
Kansas,201605,61.6,-2.1,05,2016,Spring
Kansas,201606,77.5,3.9,06,2016,Summer
Kansas,201607,79.7,0.5,07,2016,Summer
Kansas,201608,76.4,-1.0,08,2016,Summer
Kansas,201609,70.8,2.2,09,2016,Fall
Kansas,201610,61.5,4.7,10,2016,Fall
Kansas,201611,49.9,8.1,11,2016,Fall
Kansas,201612,29.8,-2.3,12,2016,Winter
Kansas,201701,33.0,4.4,01,2017,Winter
Kansas,201702,43.1,8.8,02,2017,Winter
Kansas,201703,48.9,6.5,03,2017,Spring
Kansas,201704,55.6,1.8,04,2017,Spring
Kansas,201705,62.2,-1.5,05,2017,Spring
Kansas,201706,75.1,1.5,06,2017,Summer
Kansas,201707,80.1,0.9,07,2017,Summer
Kansas,201708,73.1,-4.3,08,2017,Summer
Kansas,201709,70.5,1.9,09,2017,Fall
Kansas,201710,57.6,0.8,10,2017,Fall
Kansas,201711,45.2,3.4,11,2017,Fall
Kansas,201712,33.6,1.5,12,2017,Winter
Kansas,201801,29.9,1.3,01,2018,Winter
Kansas,201802,31.9,-2.4,02,2018,Winter
Kansas,201803,45.9,3.5,03,2018,Spring
Kansas,201804,47.6,-6.2,04,2018,Spring
Kansas,201805,71.1,7.4,05,2018,Spring
Kansas,201806,78.1,4.5,06,2018,Summer
Kansas,201807,78.7,-0.5,07,2018,Summer
Kansas,201808,75.7,-1.7,08,2018,Summer
Kansas,201809,70.1,1.5,09,2018,Fall
Kansas,201810,53.6,-3.2,10,2018,Fall
Kansas,201811,38.2,-3.6,11,2018,Fall
Kansas,201812,34.3,2.2,12,2018,Winter
Kansas,201901,31.3,2.7,01,2019,Winter
Kentucky,201601,31.6,-1.9,01,2016,Winter
Kentucky,201602,38.9,1.9,02,2016,Winter
Kentucky,201603,51.8,6.7,03,2016,Spring
Kentucky,201604,57.3,1.9,04,2016,Spring
Kentucky,201605,62.9,-1.5,05,2016,Spring
Kentucky,201606,74.9,2.4,06,2016,Summer
Kentucky,201607,77.9,1.7,07,2016,Summer
Kentucky,201608,78.0,3.2,08,2016,Summer
Kentucky,201609,72.2,3.7,09,2016,Fall
Kentucky,201610,62.7,5.8,10,2016,Fall
Kentucky,201611,49.9,4.6,11,2016,Fall
Kentucky,201612,37.0,0.6,12,2016,Winter
Kentucky,201701,40.9,7.4,01,2017,Winter
Kentucky,201702,46.2,9.2,02,2017,Winter
Kentucky,201703,47.9,2.8,03,2017,Spring
Kentucky,201704,61.5,6.1,04,2017,Spring
Kentucky,201705,65.0,0.6,05,2017,Spring
Kentucky,201706,71.7,-0.8,06,2017,Summer
Kentucky,201707,76.9,0.7,07,2017,Summer
Kentucky,201708,73.1,-1.7,08,2017,Summer
Kentucky,201709,68.3,-0.2,09,2017,Fall
Kentucky,201710,59.4,2.5,10,2017,Fall
Kentucky,201711,47.1,1.8,11,2017,Fall
Kentucky,201712,35.8,-0.6,12,2017,Winter
Kentucky,201801,30.0,-3.5,01,2018,Winter
Kentucky,201802,44.6,7.6,02,2018,Winter
Kentucky,201803,44.1,-1.0,03,2018,Spring
Kentucky,201804,50.7,-4.7,04,2018,Spring
Kentucky,201805,71.9,7.5,05,2018,Spring
Kentucky,201806,75.5,3.0,06,2018,Summer
Kentucky,201807,76.6,0.4,07,2018,Summer
Kentucky,201808,75.8,1.0,08,2018,Summer
Kentucky,201809,73.1,4.6,09,2018,Fall
Kentucky,201810,58.9,2.0,10,2018,Fall
Kentucky,201811,41.9,-3.4,11,2018,Fall
Kentucky,201812,40.5,4.1,12,2018,Winter
Kentucky,201901,35.1,1.6,01,2019,Winter
